"id","data_type","data_wizard","parameter_name","prompt_label","report_id","services","short_name"
1,"string","drop_down","zone",NULL,"Asset Status Report",NULL,NULL
12,"string","drop_down","zone",NULL,"CB Trippings Report without SubDiv",NULL,NULL
13,"string","drop_down","division",NULL,"CB Trippings Report without SubDiv",NULL,NULL
14,"string","drop_down","subDivision",NULL,"CB Trippings Report without SubDiv",NULL,NULL
15,"timestamp with time zone","date_wizard","failureFromDate",NULL,"CB Trippings Report without SubDiv",NULL,NULL
16,"timestamp with time zone","date_wizard","failureToDate",NULL,"CB Trippings Report without SubDiv",NULL,NULL
17,"string","drop_down","zone",NULL,"CB Trippings subDivision Report",NULL,NULL
18,"string","drop_down","division",NULL,"CB Trippings subDivision Report",NULL,NULL
19,"string","drop_down","subDivision",NULL,"CB Trippings subDivision Report",NULL,NULL
20,"timestamp with time zone","date_wizard","failureFromDate",NULL,"CB Trippings subDivision Report",NULL,NULL
21,"timestamp with time zone","data_wizard","failureToDate",NULL,"CB Trippings subDivision Report",NULL,NULL
22,"string","drop_down","zone",NULL,"Daily Progress ForeCast Report",NULL,NULL
23,"string","drop_down","division",NULL,"Daily Progress ForeCast Report",NULL,NULL
24,"string","drop_down","subDivision",NULL,"Daily Progress ForeCast Report",NULL,NULL
25,"timestamp with time zone","date_wizard","date",NULL,"Daily Progress ForeCast Report",NULL,NULL
26,"string","drop_down","zone",NULL,"Daily Progress Report",NULL,NULL
27,"string","drop_down","division",NULL,"Daily Progress Report",NULL,NULL
28,"string","drop_down","subDivision",NULL,"Daily Progress Report",NULL,NULL
29,"timestamp with time zone","date_wizard","date",NULL,"Daily Progress Report",NULL,NULL
30,"string","drop_down","zone",NULL,"Day Readings And Consumption Report",NULL,NULL
31,"string","drop_down","division",NULL,"Day Readings And Consumption Report",NULL,NULL
32,"string","drop_down","subDivision",NULL,"Day Readings And Consumption Report",NULL,NULL
33,"timestamp with time zone","date_wizard","DayReadingsAndConsumptionDate",NULL,"Day Readings And Consumption Report",NULL,NULL
34,"string","drop_down","zone",NULL,"Energy Day Consumption Report",NULL,NULL
35,"string","drop_down","division",NULL,"Energy Day Consumption Report",NULL,NULL
36,"string","drop_down","subDivision",NULL,"Energy Day Consumption Report",NULL,NULL
37,"timestamp with time zone","date_wizard","Date",NULL,"Energy Day Consumption Report",NULL,NULL
38,"string","drop_down","zone",NULL,"FP Summary SubDivision",NULL,NULL
39,"string","drop_down","division",NULL,"FP Summary SubDivision",NULL,NULL
40,"string","drop_down","subDivision",NULL,"FP Summary SubDivision",NULL,NULL
42,"timestamp with time zone","date_wizard","fromDate",NULL,"FP Summary SubDivision",NULL,NULL
43,"timestamp with time zone","date_wizard","toDate",NULL,"FP Summary SubDivision",NULL,NULL
44,"string","drop_down","zone",NULL,"Foot Patroling inspection",NULL,NULL
45,"string","drop_down","division",NULL,"Foot Patroling inspection",NULL,NULL
46,"string","drop_down","subDivision",NULL,"Foot Patroling inspection",NULL,NULL
48,"timestamp with time zone","date_wizard","fromDate",NULL,"Foot Patroling inspection",NULL,NULL
49,"timestamp with time zone","date_wizard","toDate",NULL,"Foot Patroling inspection",NULL,NULL
50,"string","drop_down","zone",NULL,"Foot Patrolling Sections",NULL,NULL
51,"string","drop_down","division",NULL,"Foot Patrolling Sections",NULL,NULL
52,"string","drop_down","subDivision",NULL,"Foot Patrolling Sections",NULL,NULL
54,"timestamp with time zone","date_wizard","fromDate",NULL,"Foot Patrolling Sections",NULL,NULL
55,"timestamp with time zone","date_wizard","toDate",NULL,"Foot Patrolling Sections",NULL,NULL
56,"string","drop_down","zone",NULL,"FP_List_From_Too",NULL,NULL
57,"string","drop_down","division",NULL,"FP_List_From_Too",NULL,NULL
58,"string","drop_down","subDivision",NULL,"FP_List_From_Too",NULL,NULL
60,"string","date_wizard","fromDate",NULL,"FP_List_From_Too",NULL,NULL
61,"timestamp with time zone","date_wizard","toDate",NULL,"FP_List_From_Too",NULL,NULL
62,"string","drop_down","zone",NULL,"subDivision inspection Summary",NULL,NULL
63,"string","drop_down","division",NULL,"subDivision inspection Summary",NULL,NULL
64,"string","drop_down","subDivision",NULL,"subDivision inspection Summary",NULL,NULL
66,"timestamp with time zone","date_wizard","fromDate",NULL,"subDivision inspection Summary",NULL,NULL
67,"timestamp with time zone","date_wizard","toDate",NULL,"subDivision inspection Summary",NULL,NULL
68,"string","drop_down","zone",NULL,"Failure Occurence Report",NULL,NULL
69,"string","drop_down","division",NULL,"Failure Occurence Report",NULL,NULL
70,"string","drop_down","subDivision",NULL,"Failure Occurence Report",NULL,NULL
71,"timestamp with time zone","date_wizard","date",NULL,"Failure Occurence Report",NULL,NULL
72,"string","drop_down","zone",NULL,"Field Officer Report",NULL,NULL
73,"string","drop_down","division",NULL,"Field Officer Report",NULL,NULL
74,"string","drop_down","subDivision",NULL,"Field Officer Report",NULL,NULL
75,"timestamp with time zone","date_wizard","date",NULL,"Field Officer Report",NULL,NULL
76,"string","drop_down","zone",NULL,"Gantry Report",NULL,NULL
77,"string","drop_down","division",NULL,"Gantry Report",NULL,NULL
78,"string","drop_down","subDivision",NULL,"Gantry Report",NULL,NULL
80,"string","drop_down","zone",NULL,"Grid Supply Failures",NULL,NULL
81,"string","drop_down","division",NULL,"Grid Supply Failures",NULL,NULL
41,"string","drop_down","depot",NULL,"FP Summary SubDivision",NULL,NULL
47,"string","drop_down","depot",NULL,"Foot Patroling inspection",NULL,NULL
53,"string","drop_down","depot",NULL,"Foot Patrolling Sections",NULL,NULL
59,"string","drop_down","depot",NULL,"FP_List_From_Too",NULL,NULL
65,"string","drop_down","depot",NULL,"subDivision inspection Summary",NULL,NULL
82,"string","drop_down","subDivision",NULL,"Grid Supply Failures",NULL,NULL
83,"timestamp with time zone","date_wizard","FromDate",NULL,"Grid Supply Failures",NULL,NULL
84,"timestamp with time zone","date_wizard","thruDate",NULL,"Grid Supply Failures",NULL,NULL
86,"string","drop_down","division",NULL,"HT Consumption",NULL,NULL
87,"string","drop_down","subDivision",NULL,"HT Consumption",NULL,NULL
88,"timestamp with time zone","date_wizard","date",NULL,"HT Consumption",NULL,NULL
89,"string","drop_down","zone",NULL,"HT Failure",NULL,NULL
90,"string","drop_down","division",NULL,"HT Failure",NULL,NULL
91,"string","drop_down","subDivision",NULL,"HT Failure",NULL,NULL
92,"timestamp with time zone","date_wizard","failureFromDate",NULL,"HT Failure",NULL,NULL
85,"string","drop_down","zone",NULL,"HT Consumption",NULL,NULL
93,"timestamp with time zone","date_wizard","failureToDate",NULL,"HT Failure",NULL,NULL
94,"string","drop_down","zone",NULL,"Incharge Report",NULL,NULL
95,"string","drop_down","division",NULL,"Incharge Report",NULL,NULL
96,"string","drop_down","subDivision",NULL,"Incharge Report",NULL,NULL
97,"timestamp with time zone","date_wizard","date",NULL,"Incharge Report",NULL,NULL
98,"string","drop_down","zone",NULL,"lossOfPunCasesReport",NULL,NULL
99,"string","drop_down","division",NULL,"lossOfPunCasesReport",NULL,NULL
100,"string","drop_down","subDivision",NULL,"lossOfPunCasesReport",NULL,NULL
101,"timestamp with time zone","date_wizard","fromDate",NULL,"lossOfPunCasesReport",NULL,NULL
102,"string","drop_down","zone",NULL,"MonthWisFCBTriReport",NULL,NULL
103,"string","drop_down","division",NULL,"MonthWisFCBTriReport",NULL,NULL
104,"string","drop_down","subDivision",NULL,"MonthWisFCBTriReport",NULL,NULL
105,"timestamp with time zone","date_wizard","Date",NULL,"MonthWisFCBTriReport",NULL,NULL
106,"string","drop_down","zone",NULL,"OHE Power BlockReport",NULL,NULL
107,"string","drop_down","division",NULL,"OHE Power BlockReport",NULL,NULL
108,"string","drop_down","subDivision",NULL,"OHE Power BlockReport",NULL,NULL
109,"timestamp with time zone","date_wizard","date",NULL,"OHE Power BlockReport",NULL,NULL
110,"string","drop_down","zone",NULL,"Observation Category Report",NULL,NULL
111,"string","drop_down","division",NULL,"Observation Category Report",NULL,NULL
112,"string","drop_down","subDivision",NULL,"Observation Category Report",NULL,NULL
113,"string","drop_down","department",NULL,"Observation Category Report",NULL,NULL
114,"string","drop_down","zone",NULL,"ObservaCheckList Report",NULL,NULL
115,"string","drop_down","division",NULL,"ObservaCheckList Report",NULL,NULL
116,"string","drop_down","subDivision",NULL,"ObservaCheckList Report",NULL,NULL
117,"string","drop_down","observationCategory",NULL,"ObservaCheckList Report",NULL,NULL
118,"string","drop_down","zone",NULL,"PB Monthly In Min",NULL,NULL
119,"string","drop_down","division",NULL,"PB Monthly In Min",NULL,NULL
120,"string","drop_down","subDivision",NULL,"PB Monthly In Min",NULL,NULL
121,"timestamp with time zone","date_wizard","date",NULL,"PB Monthly In Min",NULL,NULL
122,"string","drop_down","zone",NULL,"PowerBlockNotGrant Report",NULL,NULL
123,"string","drop_down","division",NULL,"PowerBlockNotGrant Report",NULL,NULL
124,"string","drop_down","subDivision",NULL,"PowerBlockNotGrant Report",NULL,NULL
125,"timestamp with time zone","date_wizard","date",NULL,"PowerBlockNotGrant Report",NULL,NULL
126,"string","drop_down","zone",NULL,"POWER Block Position",NULL,NULL
127,"string","drop_down","division",NULL,"POWER Block Position",NULL,NULL
128,"string","drop_down","subDivision",NULL,"POWER Block Position",NULL,NULL
129,"timestamp with time zone","date_wizard","date",NULL,"POWER Block Position",NULL,NULL
130,"string","drop_down","zone",NULL,"PSI PowerBlock Report",NULL,NULL
131,"string","drop_down","division",NULL,"PSI PowerBlock Report",NULL,NULL
132,"string","drop_down","subDivision",NULL,"PSI PowerBlock Report",NULL,NULL
133,"timestamp with time zone","date_wizard","date",NULL,"PSI PowerBlock Report",NULL,NULL
134,"string","drop_down","zone",NULL,"PTW Message Report",NULL,NULL
135,"string","drop_down","division",NULL,"PTW Message Report",NULL,NULL
136,"string","drop_down","subDivision",NULL,"PTW Message Report",NULL,NULL
137,"string","drop_down","tpc_Board",NULL,"PTW Message Report",NULL,NULL
138,"timestamp with time zone","date_wizard","fromDate",NULL,"PTW Message Report",NULL,NULL
139,"timestamp with time zone","date_wizard","thruDate",NULL,"PTW Message Report",NULL,NULL
140,"string","drop_down","zone",NULL,"Power Block In Minutes",NULL,NULL
141,"string","drop_down","division",NULL,"Power Block In Minutes",NULL,NULL
142,"string","drop_down","subDivision",NULL,"Power Block In Minutes",NULL,NULL
143,"timestamp with time zone","date_wizard","date",NULL,"Power Block In Minutes",NULL,NULL
144,"string","drop_down","zone",NULL,"Power Block Line Block Requ",NULL,NULL
145,"string","drop_down","division",NULL,"Power Block Line Block Requ",NULL,NULL
146,"string","drop_down","subDivision",NULL,"Power Block Line Block Requ",NULL,NULL
147,"timestamp with time zone","date_wizard","date",NULL,"Power Block Line Block Requ",NULL,NULL
148,"string","drop_down","zone",NULL,"Power Blocks Group Report",NULL,NULL
149,"string","drop_down","division",NULL,"Power Blocks Group Report",NULL,NULL
150,"string","drop_down","subDivision",NULL,"Power Blocks Group Report",NULL,NULL
151,"timestamp with time zone","date_wizard","date",NULL,"Power Blocks Group Report",NULL,NULL
152,"string","drop_down","zone",NULL,"Precautionary Measures",NULL,NULL
153,"string","drop_down","division",NULL,"Precautionary Measures",NULL,NULL
154,"string","drop_down","subDivision",NULL,"Precautionary Measures",NULL,NULL
155,"string","drop_down","depot",NULL,"Precautionary Measures",NULL,NULL
156,"timestamp with time zone","date_wizard","fromDate",NULL,"Precautionary Measures",NULL,NULL
157,"timestamp with time zone","date_wizard","toDate",NULL,"Precautionary Measures",NULL,NULL
158,"string","drop_down","zone",NULL,"Sectors Report",NULL,NULL
159,"string","drop_down","division",NULL,"Sectors Report",NULL,NULL
160,"string","drop_down","subDivision",NULL,"Sectors Report",NULL,NULL
161,"string","drop_down","depot",NULL,"Sectors Report",NULL,NULL
162,"string","drop_down","zone",NULL,"Sub Sectors Report",NULL,NULL
163,"string","drop_down","division",NULL,"Sub Sectors Report",NULL,NULL
164,"string","drop_down","subDivision",NULL,"Sub Sectors Report",NULL,NULL
165,"string","drop_down","depot",NULL,"Sub Sectors Report",NULL,NULL
166,"string","drop_down","zone",NULL,"Tower cars Report",NULL,NULL
167,"string","drop_down","division",NULL,"Tower cars Report",NULL,NULL
168,"string","drop_down","subDivision",NULL,"Tower cars Report",NULL,NULL
169,"string","drop_down","assetType",NULL,"Tower cars Report",NULL,NULL
170,"string","drop_down","zone",NULL,"UnUsual Occurrence Report",NULL,NULL
171,"string","drop_down","division",NULL,"UnUsual Occurrence Report",NULL,NULL
172,"string","drop_down","subDivision",NULL,"UnUsual Occurrence Report",NULL,NULL
173,"string","drop_down","failureSeqId",NULL,"UnUsual Occurrence Report",NULL,NULL
174,"string","drop_down","zone",NULL,"Unusual Occurrences On TRD AC. Report",NULL,NULL
175,"string","drop_down","division",NULL,"Unusual Occurrences On TRD AC. Report",NULL,NULL
176,"string","drop_down","subDivision",NULL,"Unusual Occurrences On TRD AC. Report",NULL,NULL
177,"timestamp with time zone","date_wizard","Date",NULL,"Unusual Occurrences On TRD AC. Report",NULL,NULL
178,"string","drop_down","zone",NULL,"AssetAtd",NULL,NULL
179,"string","drop_down","division",NULL,"AssetAtd",NULL,NULL
180,"string","drop_down","subDivision",NULL,"AssetAtd",NULL,NULL
181,"string","drop_down","depot",NULL,"AssetAtd",NULL,NULL
182,"string","drop_down","assetType",NULL,"AssetAtd",NULL,NULL
183,"string","drop_down","scheduleType",NULL,"AssetAtd",NULL,NULL
184,"string","drop_down","assetId",NULL,"AssetAtd",NULL,NULL
185,"string","drop_down","scheduleDate",NULL,"AssetAtd",NULL,NULL
186,"string","drop_down","zone",NULL,"AssetCrossover",NULL,NULL
187,"string","drop_down","division",NULL,"AssetCrossover",NULL,NULL
188,"string","drop_down","subDivision",NULL,"AssetCrossover",NULL,NULL
190,"string","drop_down","assetType",NULL,"AssetCrossover",NULL,NULL
191,"string","drop_down","scheduleType",NULL,"AssetCrossover",NULL,NULL
192,"string","drop_down","assetId",NULL,"AssetCrossover",NULL,NULL
193,"string","drop_down","scheduleDate",NULL,"AssetCrossover",NULL,NULL
194,"string","drop_down","zone",NULL,"AssetEr",NULL,NULL
195,"string","drop_down","division",NULL,"AssetEr",NULL,NULL
196,"string","drop_down","subDivision",NULL,"AssetEr",NULL,NULL
197,"string","drop_down","depot",NULL,"AssetEr",NULL,NULL
198,"string","drop_down","assetType",NULL,"AssetEr",NULL,NULL
199,"string","drop_down","scheduleType",NULL,"AssetEr",NULL,NULL
200,"string","drop_down","assetId",NULL,"AssetEr",NULL,NULL
201,"string","drop_down","scheduleDate",NULL,"AssetEr",NULL,NULL
202,"string","drop_down","zone",NULL,"AssetFOB",NULL,NULL
203,"string","drop_down","division",NULL,"AssetFOB",NULL,NULL
204,"string","drop_down","subDivision",NULL,"AssetFOB",NULL,NULL
205,"string","drop_down","depot",NULL,"AssetFOB",NULL,NULL
206,"string","drop_down","assetType",NULL,"AssetFOB",NULL,NULL
207,"string","drop_down","scheduleType",NULL,"AssetFOB",NULL,NULL
208,"string","drop_down","assetId",NULL,"AssetFOB",NULL,NULL
209,"string","drop_down","scheduleDate",NULL,"AssetFOB",NULL,NULL
210,"string","drop_down","zone",NULL,"AssetGantry",NULL,NULL
211,"string","drop_down","division",NULL,"AssetGantry",NULL,NULL
212,"string","drop_down","subDivision",NULL,"AssetGantry",NULL,NULL
213,"string","drop_down","depot",NULL,"AssetGantry",NULL,NULL
214,"string","drop_down","assetType",NULL,"AssetGantry",NULL,NULL
215,"string","drop_down","scheduleType",NULL,"AssetGantry",NULL,NULL
216,"string","drop_down","assetId",NULL,"AssetGantry",NULL,NULL
217,"string","drop_down","scheduleDate",NULL,"AssetGantry",NULL,NULL
218,"string","drop_down","zone",NULL,"AssetIsolator",NULL,NULL
219,"string","drop_down","division",NULL,"AssetIsolator",NULL,NULL
220,"string","drop_down","subDivision",NULL,"AssetIsolator",NULL,NULL
221,"string","drop_down","depot",NULL,"AssetIsolator",NULL,NULL
222,"string","drop_down","assetType",NULL,"AssetIsolator",NULL,NULL
223,"string","drop_down","scheduleType",NULL,"AssetIsolator",NULL,NULL
224,"string","drop_down","assetId",NULL,"AssetIsolator",NULL,NULL
225,"string","drop_down","scheduleDate",NULL,"AssetIsolator",NULL,NULL
226,"string","drop_down","zone",NULL,"AssetLcGates",NULL,NULL
227,"string","drop_down","division",NULL,"AssetLcGates",NULL,NULL
228,"string","drop_down","subDivision",NULL,"AssetLcGates",NULL,NULL
229,"string","drop_down","depot",NULL,"AssetLcGates",NULL,NULL
230,"string","drop_down","assetType",NULL,"AssetLcGates",NULL,NULL
231,"string","drop_down","scheduleType",NULL,"AssetLcGates",NULL,NULL
232,"string","drop_down","assetId",NULL,"AssetLcGates",NULL,NULL
233,"string","drop_down","scheduleDate",NULL,"AssetLcGates",NULL,NULL
234,"string","drop_down","zone",NULL,"Maintenance Progress",NULL,NULL
235,"string","drop_down","division",NULL,"Maintenance Progress",NULL,NULL
236,"string","drop_down","subDivision",NULL,"Maintenance Progress",NULL,NULL
237,"string","drop_down","depot",NULL,"Maintenance Progress",NULL,NULL
238,"string","drop_down","zone",NULL,"OutstandingSchReport",NULL,NULL
239,"string","drop_down","division",NULL,"OutstandingSchReport",NULL,NULL
240,"string","drop_down","subDivision",NULL,"OutstandingSchReport",NULL,NULL
241,"string","drop_down","depot",NULL,"OutstandingSchReport",NULL,NULL
242,"string","drop_down","assetType",NULL,"OutstandingSchReport",NULL,NULL
243,"string","drop_down","scheduleType",NULL,"OutstandingSchReport",NULL,NULL
244,"timestamp with time zone","date_wizard","fromDate",NULL,"OutstandingSchReport",NULL,NULL
245,"timestamp with time zone","date_wizard","thruDate",NULL,"OutstandingSchReport",NULL,NULL
246,"string","drop_down","zone",NULL,"AssetOverlaps",NULL,NULL
247,"string","drop_down","division",NULL,"AssetOverlaps",NULL,NULL
248,"string","drop_down","depot",NULL,"AssetOverlaps",NULL,NULL
249,"string","drop_down","subDivision",NULL,"AssetOverlaps",NULL,NULL
250,"string","drop_down","assetType",NULL,"AssetOverlaps",NULL,NULL
251,"string","drop_down","scheduleType",NULL,"AssetOverlaps",NULL,NULL
252,"string","drop_down","assetId",NULL,"AssetOverlaps",NULL,NULL
253,"string","drop_down","scheduleDate",NULL,"AssetOverlaps",NULL,NULL
254,"string","drop_down","zone",NULL,"AssetPlXING",NULL,NULL
255,"string","drop_down","division",NULL,"AssetPlXING",NULL,NULL
256,"string","drop_down","depot",NULL,"AssetPlXING",NULL,NULL
257,"string","drop_down","subDivision",NULL,"AssetPlXING",NULL,NULL
258,"string","drop_down","assetType",NULL,"AssetPlXING",NULL,NULL
259,"string","drop_down","scheduleType",NULL,"AssetPlXING",NULL,NULL
260,"string","drop_down","assetId",NULL,"AssetPlXING",NULL,NULL
261,"string","drop_down","scheduleDate",NULL,"AssetPlXING",NULL,NULL
262,"string","drop_down","zone",NULL,"AssetSi",NULL,NULL
263,"string","drop_down","division",NULL,"AssetSi",NULL,NULL
264,"string","drop_down","depot",NULL,"AssetSi",NULL,NULL
265,"string","drop_down","subDivision",NULL,"AssetSi",NULL,NULL
266,"string","drop_down","assetType",NULL,"AssetSi",NULL,NULL
267,"string","drop_down","scheduleType",NULL,"AssetSi",NULL,NULL
268,"string","drop_down","assetId",NULL,"AssetSi",NULL,NULL
269,"string","drop_down","scheduleDate",NULL,"AssetSi",NULL,NULL
270,"string","drop_down","zone",NULL,"schedule History",NULL,NULL
271,"string","drop_down","division",NULL,"schedule History",NULL,NULL
272,"string","drop_down","subDivision",NULL,"schedule History",NULL,NULL
273,"string","drop_down","depot",NULL,"schedule History",NULL,NULL
274,"string","drop_down","assetType",NULL,"schedule History",NULL,NULL
275,"string","drop_down","scheduleType",NULL,"schedule History",NULL,NULL
276,"string","drop_down","assetId",NULL,"schedule History",NULL,NULL
277,"string","drop_down","zone",NULL,"Asset Turnout",NULL,NULL
278,"string","drop_down","division",NULL,"Asset Turnout",NULL,NULL
279,"string","drop_down","subDivision",NULL,"Asset Turnout",NULL,NULL
280,"string","drop_down","depot",NULL,"Asset Turnout",NULL,NULL
281,"string","drop_down","assetType",NULL,"Asset Turnout",NULL,NULL
282,"string","drop_down","scheduleType",NULL,"Asset Turnout",NULL,NULL
283,"string","drop_down","assetId",NULL,"Asset Turnout",NULL,NULL
284,"string","drop_down","scheduleDate",NULL,"Asset Turnout",NULL,NULL
285,"string","pop_up","OrderId",NULL,"consigneeCertificate",NULL,NULL
286,"string","pop_up","SHIPMENT_ID",NULL,"consigneeCertificate",NULL,NULL
287,"string","drop_down","DepotName",NULL,"dmtr",NULL,NULL
288,"string","date_wizard","from_date",NULL,"dmtr",NULL,NULL
289,"string","date_wizard","to_date",NULL,"dmtr",NULL,NULL
290,"string","drop_down","DepotName",NULL,"QOHF",NULL,NULL
291,"string","pop_up","productId",NULL,"QOHF",NULL,NULL
292,"string","drop_down","DepotName",NULL,"Depot Materials By Category",NULL,NULL
293,"string","drop_down","ProductCategory",NULL,"Depot Materials By Category",NULL,NULL
294,"string","pop_up","ChallanNo",NULL,"interTransfer",NULL,NULL
295,"string","pop_up","productId",NULL,"LEDGER",NULL,NULL
296,"string","drop_down","DepotName",NULL,"LEDGER",NULL,NULL
297,"timestamp with time zone","date_wizard","from_date",NULL,"LEDGER",NULL,NULL
298,"timestamp with time zone","date_wizard","to_date",NULL,"LEDGER",NULL,NULL
299,"string","pop_up","productId",NULL,"QOHP",NULL,NULL
300,"string","drop_down","DepotName",NULL,"Newdmtr",NULL,NULL
301,"string","date_wizard","CommonFromDate",NULL,"Newdmtr",NULL,NULL
302,"string","date_wizard","CommonThruDate",NULL,"Newdmtr",NULL,NULL
303,"string","pop_up","productId",NULL,"NewLedger",NULL,NULL
304,"string","drop_down","DepotName",NULL,"NewLedger",NULL,NULL
305,"timestamp with time zone","date_wizard","CommonFromDate",NULL,"NewLedger",NULL,NULL
306,"timestamp with time zone","date_wizard","CommonThruDate",NULL,"NewLedger",NULL,NULL
307,"string","pop_up","AdviceNoteNo",NULL,"scrapTransfer",NULL,NULL
308,"string","free_text","FromYear",NULL,"scrapTransfer",NULL,NULL
309,"string","free_text","ToYear",NULL,"scrapTransfer",NULL,NULL
310,"string","drop_down","zone",NULL,"110KVCTHY",NULL,NULL
311,"string","drop_down","division",NULL,"110KVCTHY",NULL,NULL
312,"string","drop_down","subDivision",NULL,"110KVCTHY",NULL,NULL
313,"string","drop_down","depot",NULL,"110KVCTHY",NULL,NULL
314,"string","drop_down","assetType",NULL,"110KVCTHY",NULL,NULL
315,"string","drop_down","scheduleType",NULL,"110KVCTHY",NULL,NULL
316,"string","drop_down","assetId",NULL,"110KVCTHY",NULL,NULL
317,"timestamp with time zone","drop_down","scheduleDate",NULL,"110KVCTHY",NULL,NULL
318,"string","drop_down","zone",NULL,"110KVCTAOH",NULL,NULL
319,"string","drop_down","division",NULL,"110KVCTAOH",NULL,NULL
320,"string","drop_down","subDivision",NULL,"110KVCTAOH",NULL,NULL
321,"string","drop_down","depot",NULL,"110KVCTAOH",NULL,NULL
322,"string","drop_down","assetType",NULL,"110KVCTAOH",NULL,NULL
323,"string","drop_down","scheduleType",NULL,"110KVCTAOH",NULL,NULL
324,"string","drop_down","assetId",NULL,"110KVCTAOH",NULL,NULL
325,"timestamp with time zone","drop_down","scheduleDate",NULL,"110KVCTAOH",NULL,NULL
326,"string","drop_down","zone",NULL,"132KVCTHY",NULL,NULL
327,"string","drop_down","division",NULL,"132KVCTHY",NULL,NULL
328,"string","drop_down","subDivision",NULL,"132KVCTHY",NULL,NULL
329,"string","drop_down","depot",NULL,"132KVCTHY",NULL,NULL
330,"string","drop_down","assetType",NULL,"132KVCTHY",NULL,NULL
331,"string","drop_down","scheduleType",NULL,"132KVCTHY",NULL,NULL
332,"string","drop_down","assetId",NULL,"132KVCTHY",NULL,NULL
333,"timestamp with time zone","drop_down","scheduleDate",NULL,"132KVCTHY",NULL,NULL
334,"string","drop_down","zone",NULL,"132KVCTAOH",NULL,NULL
335,"string","drop_down","division",NULL,"132KVCTAOH",NULL,NULL
336,"string","drop_down","subDivision",NULL,"132KVCTAOH",NULL,NULL
337,"string","drop_down","depot",NULL,"132KVCTAOH",NULL,NULL
338,"string","drop_down","assetType",NULL,"132KVCTAOH",NULL,NULL
339,"string","drop_down","scheduleType",NULL,"132KVCTAOH",NULL,NULL
340,"string","drop_down","assetId",NULL,"132KVCTAOH",NULL,NULL
341,"timestamp with time zone","drop_down","scheduleDate",NULL,"132KVCTAOH",NULL,NULL
342,"string","drop_down","zone",NULL,"220KVCTHY",NULL,NULL
343,"string","drop_down","division",NULL,"220KVCTHY",NULL,NULL
344,"string","drop_down","subDivision",NULL,"220KVCTHY",NULL,NULL
345,"string","drop_down","depot",NULL,"220KVCTHY",NULL,NULL
346,"string","drop_down","assetType",NULL,"220KVCTHY",NULL,NULL
347,"string","drop_down","scheduleType",NULL,"220KVCTHY",NULL,NULL
348,"string","drop_down","assetId",NULL,"220KVCTHY",NULL,NULL
349,"timestamp with time zone","drop_down","scheduleDate",NULL,"220KVCTHY",NULL,NULL
350,"string","drop_down","zone",NULL,"220KVCTAOH",NULL,NULL
351,"string","drop_down","division",NULL,"220KVCTAOH",NULL,NULL
352,"string","drop_down","subDivision",NULL,"220KVCTAOH",NULL,NULL
353,"string","drop_down","depot",NULL,"220KVCTAOH",NULL,NULL
354,"string","drop_down","assetType",NULL,"220KVCTAOH",NULL,NULL
355,"string","drop_down","scheduleType",NULL,"220KVCTAOH",NULL,NULL
356,"string","drop_down","assetId",NULL,"220KVCTAOH",NULL,NULL
357,"timestamp with time zone","drop_down","scheduleDate",NULL,"220KVCTAOH",NULL,NULL
358,"string","drop_down","zone",NULL,"25KVSPIHY",NULL,NULL
359,"string","drop_down","division",NULL,"25KVSPIHY",NULL,NULL
360,"string","drop_down","subDivision",NULL,"25KVSPIHY",NULL,NULL
361,"string","drop_down","depot",NULL,"25KVSPIHY",NULL,NULL
362,"string","drop_down","assetType",NULL,"25KVSPIHY",NULL,NULL
363,"string","drop_down","scheduleType",NULL,"25KVSPIHY",NULL,NULL
364,"string","drop_down","assetId",NULL,"25KVSPIHY",NULL,NULL
365,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVSPIHY",NULL,NULL
366,"string","drop_down","zone",NULL,"25KVSPIAOH",NULL,NULL
367,"string","drop_down","division",NULL,"25KVSPIAOH",NULL,NULL
368,"string","drop_down","subDivision",NULL,"25KVSPIAOH",NULL,NULL
369,"string","drop_down","depot",NULL,"25KVSPIAOH",NULL,NULL
370,"string","drop_down","assetType",NULL,"25KVSPIAOH",NULL,NULL
371,"string","drop_down","scheduleType",NULL,"25KVSPIAOH",NULL,NULL
372,"string","drop_down","assetId",NULL,"25KVSPIAOH",NULL,NULL
373,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVSPIAOH",NULL,NULL
374,"string","drop_down","zone",NULL,"25KVSPIAOH",NULL,NULL
375,"string","drop_down","division",NULL,"25KVSPIAOH",NULL,NULL
376,"string","drop_down","subDivision",NULL,"25KVSPIAOH",NULL,NULL
377,"string","drop_down","depot",NULL,"25KVSPIAOH",NULL,NULL
378,"string","drop_down","assetType",NULL,"25KVBPIHY",NULL,NULL
379,"string","drop_down","scheduleType",NULL,"25KVBPIHY",NULL,NULL
380,"string","drop_down","assetId",NULL,"25KVBPIHY",NULL,NULL
381,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVBPIHY",NULL,NULL
382,"string","drop_down","zone",NULL,"25KVSPIAOH",NULL,NULL
383,"string","drop_down","division",NULL,"25KVSPIAOH",NULL,NULL
384,"string","drop_down","subDivision",NULL,"25KVSPIAOH",NULL,NULL
385,"string","drop_down","depot",NULL,"25KVSPIAOH",NULL,NULL
386,"string","drop_down","assetType",NULL,"25KVBPIAOH",NULL,NULL
